No," TERBITAN DAN PENGELOLA	", ID, REGISTRASI, BERKAS, VERIFIKASI, PEMBAYARAN, SK ISSN, NO.ISSN 
6191,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp248&amp1546580739&amp&amp&amp1570897831"" onmouseover=""window.status=''return true"">Jurnal Akuntansi Pajak Dewantara</a> (Prodi Akuntansi  Fakultas Ekonomi  Univ. Sarjanawiyata Tamansiswa Yogyakarta)",1546580739,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2656-1387  
6192,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp248&amp1546576649&amp&amp&amp1570897831"" onmouseover=""window.status=''return true"">Ekopendia : Jurnal Ekonomi dan Pendidikan</a> (Prodi Pendidikan Ekonomi STKIP YPM Bangko)",1546576649,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2656-7210  
6193,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp248&amp1546575857&amp&amp&amp1570897831"" onmouseover=""window.status=''return true"">Media Pendidikan Aksi</a> (P2AKSI)",1546575857,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-8092  
6194,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp248&amp1546575363&amp&amp&amp1570897831"" onmouseover=""window.status=''return true"">Jurnal Puruhita</a> (LPPM Universitas Negeri Semarang)",1546575363,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-9668  
6195,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp248&amp1546575080&amp&amp&amp1570897831"" onmouseover=""window.status=''return true"">Research Of Education And Art Link In Nursing Journal</a> (Sekolah Tinggi Ilmu Kesehatan Fort de Kock Bukittinggi)",1546575080,  04/01/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6196,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp248&amp1546574645&amp&amp&amp1570897831"" onmouseover=""window.status=''return true"">Proceedings International Conference of Counseling Education and Psychology (ICONCEP)</a> (Prodi Bimbingan Konseling Pendidikan Islam  UIN Raden Intan Lampung)",1546574645,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-9285  
6197,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp248&amp1546574330&amp&amp&amp1570897831"" onmouseover=""window.status=''return true"">Proceedings International Conference of Counseling Education and Psychology (ICONCEP)</a> (Prodi Bimbingan Konseling Pendidikan Islam  UIN Raden Intan Lampung)",1546574330,  04/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6198,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp248&amp1546574087&amp&amp&amp1570897831"" onmouseover=""window.status=''return true"">Linkage of Agus Salim Economics Research (LASER)</a> (Sekolah Tinggi Ilmu Ekonomi H Agus Salim Bukittinggi)",1546574087,  04/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6199,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp248&amp1546573906&amp&amp&amp1570897831"" onmouseover=""window.status=''return true"">Buletin Penataan Ruang</a> (Kementerian Agraria dan Tata Ruang Badan Pertanahan Nasional )",1546573906,  04/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6200,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp248&amp1546573762&amp&amp&amp1570897831"" onmouseover=""window.status=''return true"">Jurnal Ilmu Keperawatan dan Kebidanan Nasional</a> (Fakultas Ilmu Kesehatan Universitas Nasional)",1546573762,  04/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6201,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546573436&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Jurnal Panjar : Pengabdian Bidang Pembelajaran</a> (LPPM Universitas Negeri Semarang)",1546573436,  04/01/19  ,  Check  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6202,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546572878&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Prosiding Focus Group Discussion</a> (Lembaga Pengkajian MPR RI)",1546572878,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-7681  
6203,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546572219&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">International Journal of Information Technology and Business</a> (Magister Sistem Informasi  FTI  Universitas Kristen Satya Wacana)",1546572219,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-9293  
6204,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546572201&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Tabloid Yinnihao</a> (Perhimpunan Pelajar Indonesia (PPI) Tiongkok)",1546572201,  04/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6205,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546571341&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Laporan Tahunan Honeynet Project BSSN - IHP</a> (Direktorat Deteksi Ancaman Badan Siber dan Sandi Negara)",1546571341,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-8467  
6206,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546570233&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Jurnal Ilmu Keperawatan dan Kebidanan Nasional</a> (Fakultas Ilmu Kesehatan Universitas Nasional)",1546570233,  04/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6207,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546569407&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Arthatama Journal of Business Management and Accounting</a> (Publika Global Media)",1546569407,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-786X  
6208,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546567569&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Jurnal Sumberdaya Alam dan Lingkungan</a> (Fakultas Teknologi Pertanian  Universitas Brawijaya)",1546567569,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-9676  
6209,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546566256&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Birokrasi Pancasila : Jurnal Pemerintahan  Pembangunan dan Inovasi Daerah</a> (Badan Perencanaan Pembangunan Daerah Kabupaten Madiun)",1546566256,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2685-1571  
6210,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546566149&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Prosiding Knowledge Festival</a> (LPPP Universitas Katolik Soegijapranata)",1546566149,  04/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6211,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546562612&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Qalam : Jurnal Ilmu Kependidikan</a> (LPPM Universitas Muhammadiyah Sorong )",1546562612,  04/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-5603  
6212,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546561746&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">QALAM : JURNAL ILMU KEPENDIDIKAN</a> (Lembaga Penelitian dan Pengabdian Kepada Masyarakat (LPPM) Universitas Muhammadiyah Sorong)",1546561746,  04/01/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6213,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546529026&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Jurnal Penelitian Karya Ilmiah Nasional</a> (Perkumpulan Lembaga Penelitian dan Pengembangan Teknologi Lampung)",1546529026,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-6707  
6214,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546524371&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Jurnal Kesehatan Indonesia Sehat</a> (Akademi Keperawatan Sehat Binjai)",1546524371,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-7878  
6215,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546523747&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">The Proceedings of International Conference on Economics Business Accounting and Management and Call for Paper (Icebam)</a> (FEB Universitas Muhammadiyah Sidoarjo)",1546523747,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-982X  
6216,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546523095&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Jurnal Ilmiah Kesehatan Hafsyah</a> (Akademi Kebidanan Hafsyah Medan)",1546523095,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-7886  
6217,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546512376&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">(Double) PSYCHE</a> (Universitas Muhammadiyah Lampung)",1546512376,  03/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6218,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546511264&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Jurnal Cemerlang : Pengabdian pada Masyarakat</a> (LP4MK STKIP PGRI Lubuklinggau)",1546511264,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-7894  
6219,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546510706&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Space</a> (Fakultas Arsitektur dan Desain  Universitas Katolik Soegijapranata)",1546510706,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-9307  
6220,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546508019&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Agrinula : Jurnal Agroteknologi dan Perkebunan</a> (Prodi. Agroteknologi dan Perkebunan  Universitas Tjut Nyak Dhien)",1546508019,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-7673  
6221,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546506039&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Prosiding Seminar Sejarah Sastra</a> (Departemen Ilmu Susastra FIB Universitas Indonesia)",1546506039,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2656-3916  
6222,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546506039&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Prosiding Seminar Sejarah Sastra</a> (Departemen Ilmu Susastra FIB Universitas Indonesia)",1546506039,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2656-3916  
6223,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546505687&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Seagri : Jurnal Sosial Ekonomi Pertanian dan Agribisnis</a> (Program Studi Agribisnis Fakultas Pertanian Universitas Islam Malang)",1546505687,  03/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6224,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546505178&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">JurnaLive Tangerang</a> (Pemerintah Kota Tangerang)",1546505178,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-8076  
6225,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp249&amp1546503390&amp&amp&amp1570897834"" onmouseover=""window.status=''return true"">Hospital Majapahit : Jurnal Ilmiah Kesehatan Politeknik Kesehatan Mojokerto</a> (LPPM Sekolah Tinggi Ilmu Kesehatan Majapahit Mojokerto)",1546503390,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2656-1808  
6226,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546501798&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Majalah Pena Mubata</a> (SD Muhammadiyah Bantul Kota)",1546501798,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-6898  
6227,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546501334&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Texture : Art And Culture Journal</a> (Fakultas Seni Rupa dan Desain  Institut Seni Indonesia Surakarta)",1546501334,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-6766  
6228,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546499866&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Borneo Educational Journal (Borju)</a> (FKIP  Universitas Widya Gama Mahakam Samarinda)",1546499866,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-9323  
6229,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546499415&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Texture : Art And Culture Journal</a> (Fakultas Seni Rupa dan Desain  Institut Seni Indonesia Surakarta)",1546499415,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-6758  
6230,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546499116&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Early Childhood Research Journal (ECRJ)</a> (Program Studi Pendidikan Anak Usia Dini  Universitas Muhammadiyah Surakarta)",1546499116,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-9315  
6231,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546498505&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Jurnal Lingko</a> (Kantor Bahasa Nusa Tenggara Timur)",1546498505,  03/01/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6232,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546498301&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Early Childhood Research Journal (ECRJ)</a> (Program Studi Pendidikan Anak Usia Dini  Universitas Muhammadiyah Surakarta)",1546498301,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-6448  
6233,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546498098&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Jurnal Kewirausahaan  Akuntansi dan Manajemen Tribisnis</a> (STIE Tri Bhakti)",1546498098,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-9838  
6234,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546497982&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Jurnal Komunikasi Islam</a> (Prodi. Komunikasi dan Penyiaran Islam  Fakultas Dakwah dan Komunikasi UIN Sunan Ampel  Asosiasi Profesi Dakwah Islam Indonesia. )",1546497982,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-5212  
6235,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546497229&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">JUMATIKA ( Jurnal Mahasiswa Teknik Informatika )</a> (Program Studi Teknik Informatika Fakultas Ilmu Komputer Universitas Pasir Pengaraian)",1546497229,  03/01/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6236,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546493897&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Musikolastika : Jurnal Pertunjukan dan Pendidikan Musik</a> (Prodi Pendidikan Musik  Jurusan Sendratasik FBS Universitas Negeri Padang)",1546493897,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2657-0599  
6237,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546493456&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Mudir : Jurnal Manajemen Pendidikan</a> (Prodi Manajemen Pendidikan Islam  Fakultas Tarbiyah  Institut Pesantren Sunan Drajat)",1546493456,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-9331  
6238,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546491605&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Kabar : Wasis Migunani</a> (Gerakan Pemuda Ansor Kabupaten Sragen)",1546491605,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2655-6243  
6239,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546491402&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Jurnal Teknologi Informasi dan Komunikasi</a> (Prodi Informatika  Fakultas Ilmu Komputer dan Informatika Universitas Nurtanio Bandung)",1546491402,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2656-7458  
6240,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546490441&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Jurnal Psikiatri dan Kesehatan Jiwa Indonesia (JPKJI)</a> (Perhimpunan Dokter Spesialis Kedokteran Jiwa Indonesia)",1546490441,  03/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6241,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546489642&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">Jurnal Manajerial dan Kewirausahaan</a> (Fakultas Ekonomi Universitas Tarumanagara)",1546489642,  03/01/19  ,  Check  ,  Check  ,  Check  ,  Check  ,  2657-0025  
6242,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546488740&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">JFT : Jurnal Fisika dan Terapannya</a> (Jurusan Fisika Fakultas Sains dan Teknologi UIN Alauddin Makassar)",1546488740,  03/01/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
6243,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp250&amp1546487405&amp&amp&amp1570897837"" onmouseover=""window.status=''return true"">MAARIF</a> (Maarif Institute for Culture and Humanity)",1546487405,  03/01/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
